Year,rainfall_10,nino3_04,nino3_05,nino3_06,nino3_07,nino3_08,nino3_09,nino4_04,nino4_05,nino4_06,nino4_07,nino4_08,nino4_09,nino12_04,nino12_05,nino12_06,nino12_07,nino12_08,nino12_09,rainfall_04,rainfall_05,rainfall_06,rainfall_07,rainfall_08,rainfall_09,tsa_04,tsa_05,tsa_06,tsa_07,tsa_08,tsa_09,nino34_04,nino34_05,nino34_06,nino34_07,nino34_08,nino34_09
1950,24.333734939759,-0.7592424242424336,-1.1880303030303059,-0.8221212121212034,-0.6651515151515142,-0.5407575757575778,-0.717878787878778,-1.0372727272727218,-0.8036363636363609,-0.4898484848484871,-0.8175757575757601,-1.000303030303023,-1.1122727272727246,-1.54303030303031,-1.3465151515151597,-1.3589393939394014,-1.2713636363636347,-0.6183333333333287,-0.9554545454545362,-25.130120481927747,-4.346987951807137,54.343373493975896,-23.73506024096385,-44.33012048192772,-54.90963855421688,-0.2355882352941177,-0.4123529411764706,-0.2882352941176471,-0.20808823529411768,-0.3757352941176471,-0.5360294117647059,-1.273181818181822,-1.538939393939387,-1.0024242424242402,-0.7825757575757493,-0.8898484848484856,-0.9649999999999964
1951,14.233734939758987,0.03075757575756555,0.09196969696969147,0.16787878787879862,0.8848484848484829,0.7992424242424221,0.8421212121212207,-0.027272727272723785,0.33636363636363953,0.2801515151515126,0.10242424242424164,-0.30030303030302363,-0.11227272727272464,-0.2330303030303078,0.2934848484848409,1.6110606060605974,1.9386363636363664,1.341666666666672,0.8245454545454614,104.86987951807224,74.05301204819284,142.9433734939759,-5.93506024096385,-28.730120481927727,68.99036144578311,-0.5755882352941177,-0.44235294117647056,-0.31823529411764706,-0.15808823529411764,0.014264705882352943,0.02397058823529412,-0.023181818181821967,0.2010606060606115,-0.08242424242423851,0.3974242424242505,0.2801515151515161,0.5850000000000044
1952,-36.56626506024101,0.1907575757575657,0.09196969696969147,-0.3421212121212029,-0.4451515151515153,-0.4307575757575784,-0.4278787878787789,0.1227272727272748,0.006363636363641234,-0.20984848484848584,-0.4075757575757599,-0.5703030303030232,-0.2222727272727276,-0.5130303030303089,-0.26651515151516136,-0.40893939393940215,-0.4913636363636336,-0.6083333333333272,-0.8754545454545379,140.86987951807225,54.55301204819285,-12.656626506024097,-18.53506024096385,33.069879518072284,-45.10963855421688,-0.14558823529411768,-0.26235294117647057,0.011764705882352948,-0.11808823529411765,-0.04573529411764706,-0.06602941176470589,0.3668181818181786,0.3710606060606132,-0.11242424242423964,-0.2525757575757481,-0.3098484848484837,-0.1649999999999956
1953,21.233734939759003,0.4307575757575641,0.40196969696969376,0.4478787878787962,0.28484848484848513,0.19924242424242425,0.4821212121212213,0.05272727272727806,0.1563636363636398,0.3701515151515125,0.3124242424242389,0.3496969696969785,0.08772727272727465,1.5369696969696918,1.1134848484848412,0.5410606060605971,0.24863636363636846,0.4816666666666727,0.4245454545454628,-108.53012048192778,-62.246987951807135,-84.4566265060241,87.16493975903616,-50.23012048192773,-45.30963855421688,-0.35558823529411765,-0.21235294117647055,-0.15823529411764706,-0.11808823529411765,-0.09573529411764706,0.013970588235294115,0.5668181818181779,0.5510606060606129,0.5875757575757596,0.4274242424242516,0.3401515151515149,0.42500000000000426
1954,-16.26626506024101,-1.319242424242436,-1.1980303030303077,-1.102121212121201,-1.0151515151515156,-1.200757575757578,-1.327878787878781,-0.2672727272727222,-0.3236363636363606,-0.3898484848484856,-0.6375757575757603,-0.8403030303030228,-0.9722727272727276,-2.5030303030303074,-2.27651515151516,-1.9089393939394024,-2.2413636363636336,-1.538333333333327,-1.4354545454545369,-74.23012048192777,-167.7469879518071,-6.756626506024091,-28.53506024096385,-23.730120481927727,-15.509638554216876,-0.4655882352941177,-0.6823529411764706,-0.628235294117647,-0.7080882352941177,-0.4257352941176471,-0.27602941176470586,-0.7631818181818204,-0.6689393939393861,-0.5524242424242409,-0.7425757575757466,-1.0498484848484857,-1.1749999999999972
1955,6.533734939758986,-0.9492424242424348,-1.3180303030303089,-1.132121212121202,-0.9151515151515142,-1.0707575757575791,-1.337878787878779,-0.6672727272727244,-0.5336363636363615,-0.4698484848484874,-0.5075757575757613,-0.8003030303030236,-0.6622727272727253,-1.1130303030303104,-1.7765151515151594,-1.6589393939394022,-1.0813636363636334,-1.0983333333333292,-1.0254545454545363,-42.43012048192776,42.95301204819288,-36.5566265060241,2.164939759036145,-51.03012048192773,3.390361445783114,-0.5855882352941177,-0.4123529411764706,-0.4982352941176471,-0.3180882352941177,-0.4957352941176471,-0.4360294117647059,-0.9531818181818216,-0.8189393939393881,-0.7724242424242398,-0.7425757575757466,-0.9098484848484852,-1.0549999999999962
1956,55.733734939758996,-0.5192424242424352,-0.26803030303030795,-0.3521212121212009,-0.5751515151515143,-0.7007575757575779,-0.7378787878787811,-0.7272727272727231,-0.7436363636363588,-0.619848484848486,-0.6975757575757591,-1.000303030303023,-1.0122727272727268,-0.9430303030303088,-1.0165151515151614,-0.8489393939394034,-0.26136363636363313,-0.12833333333332675,-0.6354545454545395,-36.03012048192778,-78.04698795180715,13.143373493975899,-7.835060240963855,-2.130120481927726,35.690361445783125,-0.7955882352941177,-0.5223529411764706,-0.4882352941176471,-0.3080882352941177,-0.22573529411764706,-0.2160294117647059,-0.8331818181818207,-0.4389393939393855,-0.5124242424242418,-0.6725757575757463,-0.8598484848484844,-0.7049999999999983
1957,27.733734939759003,0.4407575757575657,0.721969696969694,0.8878787878787975,1.3248484848484845,1.1192424242424224,0.782121212121222,0.19272727272727508,0.2963636363636404,-0.05984848484848726,-0.15757575757575992,0.1996969696969764,0.3177272727272751,1.1969696969696921,2.10348484848484,1.8310606060605965,1.7786363636363658,1.2416666666666707,1.124545454545462,14.169879518072207,-156.14698795180715,-23.95662650602409,-62.23506024096386,-18.030120481927725,-55.50963855421688,-0.09558823529411767,-0.3323529411764706,-0.16823529411764707,-0.35808823529411765,-0.24573529411764705,-0.3760294117647057,0.4868181818181796,0.6310606060606148,0.6875757575757611,0.9574242424242528,0.9201515151515168,0.735000000000003
1958,-22.366265060241002,0.38075757575756697,0.2919696969696943,0.2578787878787985,0.07484848484848428,0.02924242424242252,-0.17787878787877887,0.5827272727272756,0.4063636363636398,0.36015151515151445,0.2024242424242395,0.2296969696969775,0.1777272727272745,0.9869696969696912,0.5934848484848416,0.5810606060605963,0.3886363636363655,-0.2583333333333293,0.12454545454546205,36.66987951807221,-147.94698795180716,-35.75662650602409,-26.23506024096385,8.069879518072277,-39.30963855421688,-0.6955882352941176,-1.1423529411764706,-1.1182352941176472,-0.5580882352941177,-0.6757352941176471,-0.6560294117647059,0.6168181818181786,0.5410606060606113,0.5675757575757601,0.18742424242425315,0.06015151515151729,-0.05499999999999616
1959,-100.86626506024099,0.060757575757566684,-0.19803030303030766,-0.3321212121212014,-0.6851515151515173,-0.6407575757575756,-0.577878787878781,0.26272727272727536,0.03636363636363882,-0.2898484848484877,-0.2275757575757602,-0.1403030303030235,-0.16227272727272535,0.2269696969696895,-0.04651515151515895,-0.3389393939394019,-0.31136363636363384,-0.7783333333333289,-0.3554545454545384,-122.53012048192778,-110.64698795180716,2.4433734939758978,-35.93506024096385,4.2698795180722735,-32.70963855421688,0.13441176470588234,-0.24235294117647055,-0.19823529411764707,-0.28808823529411764,-0.2357352941176471,-0.1260294117647059,0.19681818181818045,-0.04893939393938851,-0.24242424242423866,-0.6225757575757491,-0.5198484848484846,-0.5949999999999953
